title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,genres,n_ad_breaks,runtime_with_ads,scaled_popularity,children_scaled_popularity,adults_scaled_popularity,retirees_scaled_popularity
Into the Night,6.518,249,1985-02-22,6700000,115,11400000,16.545,"['Thriller', 'Comedy']",4,120.0,0.4223306561859517,0.3378645,0.4223307,0.3378645
Airborne,5.912,68,1993-09-17,2850263,91,2600000,7.832,"['Action', 'Adventure', 'Comedy']",4,120.0,0.0822400717673607,0.0822401,0.0822401,0.049344
Resident Evil: The Final Chapter,6.108,2860,2016-12-23,312242626,107,40000000,2.151,"['Action', 'Horror', 'Science Fiction']",4,120.0,1e-06,6e-07,1e-06,4e-07
Baggage Claim,5.309,181,2013-09-27,22456509,96,8500000,11.75,"['Romance', 'Comedy']",4,120.0,0.2753364846606215,0.2202692,0.2753365,0.2753365
Heart Condition,5.482,82,1990-02-02,4134992,100,10000000,7.166,"['Comedy', 'Crime', 'Drama', 'Fantasy']",4,120.0,0.0369117821182689,0.0295294,0.0369118,0.0295294
The Pianist,8.382,8351,2002-09-17,120072577,150,35000000,49.528,"['Drama', 'War']",6,180.0,0.81550778565764,0.3262031,0.6524062,0.8155078
Prime,5.923,750,2005-09-21,67900000,102,22000000,14.002,"['Comedy', 'Drama', 'Romance']",4,120.0,0.3523412105416332,0.2114047,0.3523412,0.3523412
How to Eat Fried Worms,6.1,102,2006-08-25,13022756,98,26000000,8.353,"['Comedy', 'Drama', 'Family']",4,120.0,0.1143826378905891,0.0915061,0.0915061,0.1143826
Unlawful Entry,6.144,263,1992-06-26,57138719,117,23000000,13.986,"['Crime', 'Mystery', 'Thriller']",4,150.0,0.3518508534780543,0.1407403,0.3518509,0.2814807
Fantastic Voyage,6.665,394,1966-08-24,12000000,100,5115000,15.482,"['Adventure', 'Science Fiction']",4,120.0,0.3948525178864431,0.315882,0.3948525,0.157941
Angel Eyes,6.064,390,2001-05-18,29700000,102,53000000,14.874,"['Drama', 'Romance', 'Thriller']",4,120.0,0.3780388249075123,0.1512155,0.3780388,0.3024311
Welcome to the Punch,5.871,597,2013-03-15,3926386,99,8500000,13.966,"['Action', 'Adventure', 'Crime']",4,120.0,0.351236905092422,0.2809895,0.3512369,0.2107421
Superhero Movie,5.231,1643,2008-03-28,25871834,85,35000000,19.445,"['Comedy', 'Action', 'Science Fiction']",3,90.0,0.487194550723079,0.3897556,0.4871946,0.2923167
Jackie,6.443,2194,2016-12-02,13960394,100,9000000,13.102,['Drama'],4,120.0,0.3235961727494245,0.1294385,0.3235962,0.3235962
Austenland,6.359,409,2013-08-15,2159041,97,4900000,12.337,"['Comedy', 'Romance']",4,120.0,0.2971151538826758,0.2376921,0.2971152,0.2971152
Club Dread,5.178,335,2004-02-27,5001655,104,8500000,13.347,"['Comedy', 'Horror']",4,120.0,0.3316642266043965,0.2653314,0.3316642,0.2653314
Scary Movie 5,4.805,2607,2013-04-11,78378744,86,20000000,58.852,['Comedy'],3,90.0,0.8686363852309616,0.8686364,0.8686364,0.8686364
Star Wars: The Last Jedi,6.825,14312,2017-12-13,1332698830,152,200000000,47.241,"['Adventure', 'Action', 'Science Fiction']",6,180.0,0.8005872281757467,0.6404698,0.8005872,0.3202349
Step Brothers,6.557,2850,2008-07-25,128107642,98,65000000,20.377,['Comedy'],4,120.0,0.5054946325769131,0.5054946,0.5054946,0.5054946
Love Affair,5.3,52,1994-10-21,18272894,108,60000000,9.315,"['Drama', 'Romance']",4,120.0,0.1674735617268786,0.0669894,0.1674736,0.1674736
The Vatican Tapes,5.303,697,2015-07-23,1784763,91,13000000,28.13,"['Thriller', 'Horror']",4,120.0,0.6258067262351845,0.2503227,0.6258067,0.2503227
Ride Along 2,6.241,1560,2016-01-14,124827316,102,40000000,20.139,"['Action', 'Comedy']",4,120.0,0.5009229503454369,0.500923,0.500923,0.4007384
The Devil Wears Prada,7.384,11089,2006-06-29,326706115,109,35000000,50.84,"['Comedy', 'Drama', 'Romance']",4,120.0,0.8236918128591711,0.4942151,0.8236918,0.8236918
Batman,6.307,778,1966-07-30,3900000,105,1377800,13.327,"['Action', 'Comedy', 'Crime']",4,120.0,0.3310126879798778,0.2648102,0.3310127,0.2648102
Coal Miner's Daughter,7.266,223,1980-03-07,67182787,125,15000000,12.03,"['Music', 'Drama']",5,150.0,0.2858937247236891,0.228715,0.228715,0.2858937
Tales from the Hood,6.152,135,1995-05-24,12000000,97,6000000,9.782,"['Horror', 'Crime', 'Thriller']",4,120.0,0.1907765972282624,0.0763106,0.1907766,0.114466
Boiler Room,6.758,584,2000-02-18,28780255,118,7000000,17.614,"['Crime', 'Drama', 'Thriller']",4,150.0,0.4478011883383792,0.1791205,0.4478012,0.358241
Forbidden Planet,7.3,830,1956-03-23,3250000,98,1900000,23.308,"['Science Fiction', 'Adventure']",4,120.0,0.5568266066235337,0.4454613,0.5568266,0.2227306
A Bad Moms Christmas,6.314,1923,2017-08-04,130560428,104,28000000,13.988,['Comedy'],4,120.0,0.3519121870329939,0.3519122,0.3519122,0.3519122
Royal Wedding,6.4,85,1951-03-08,3900000,93,1700000,8.337,"['Comedy', 'Music', 'Romance']",4,120.0,0.1134341552390483,0.0907473,0.0907473,0.1134342
Zootopia,7.748,15230,2016-02-11,1023784195,109,150000000,98.11,"['Animation', 'Adventure', 'Family', 'Comedy']",4,120.0,1.0,1.0,0.6,0.6
9,6.907,3263,2009-08-19,48428063,79,30000000,24.562,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']",3,90.0,0.5763755545477828,0.4611004,0.4611004,0.2305502
Paterson,7.102,1722,2016-11-17,2152738,118,5000000,11.344,"['Drama', 'Romance', 'Comedy']",4,150.0,0.2594453879164462,0.1556672,0.2594454,0.2594454
A Man for All Seasons,7.347,373,1966-12-13,28350000,120,3900000,9.089,"['Drama', 'History']",5,150.0,0.1556525690308259,0.062261,0.1556526,0.1556526
The Dictator,6.173,5401,2012-05-15,179379533,83,65000000,31.301,['Comedy'],3,90.0,0.6635940328591674,0.663594,0.663594,0.663594
Eragon,5.073,3039,2006-12-14,249288105,104,100000000,24.517,"['Fantasy', 'Action', 'Adventure', 'Family']",4,120.0,0.5756957952746123,0.5756958,0.4605566,0.2302783
Another Stakeout,5.513,194,1993-07-22,30000000,105,30000000,11.442,"['Comedy', 'Crime', 'Action']",4,120.0,0.2633468383598754,0.2106775,0.2633468,0.2106775
Live by Night,6.253,1215,2016-12-25,22678555,129,108000000,15.982,"['Crime', 'Drama', 'Thriller']",5,150.0,0.4080651493930002,0.1632261,0.4080651,0.3264521
Hell or High Water,7.304,4128,2016-08-11,37589296,102,12000000,15.749,"['Western', 'Crime', 'Drama']",4,120.0,0.4019741203422746,0.1607896,0.3215793,0.4019741
Star Trek: First Contact,7.3,1590,1996-11-22,150000000,111,46000000,34.161,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",4,120.0,0.6938101454315188,0.5550481,0.6938101,0.2775241
Racing Stripes,5.865,566,2005-01-06,90754475,102,30000000,17.174,"['Comedy', 'Family']",4,120.0,0.4375602654919009,0.4375603,0.3500482,0.4375603
Middle School: The Worst Years of My Life,6.913,383,2016-10-07,23316139,92,8500000,9.265,"['Family', 'Comedy']",4,120.0,0.1648901504477538,0.1648902,0.1319121,0.1648902
Doctor Detroit,5.078,64,1983-05-06,10375893,89,8000000,5.73,['Comedy'],3,90.0,1e-06,1e-06,1e-06,1e-06
Another Earth,6.708,1491,2011-07-22,1938783,92,100000,17.378,"['Drama', 'Science Fiction']",4,120.0,0.4423490066211804,0.1769396,0.442349,0.3538792
Ice Age: Dawn of the Dinosaurs,6.737,7680,2009-06-26,886686817,94,90000000,57.649,"['Animation', 'Comedy', 'Family', 'Adventure']",4,120.0,0.8623805788251361,0.8623806,0.5174283,0.5174283
Demolition,6.766,1969,2015-04-08,4366460,101,10000000,14.679,"['Comedy', 'Drama']",4,120.0,0.3724609423103934,0.2979688,0.3724609,0.3724609
The Secret Life of Bees,7.485,475,2008-09-17,38105395,114,11000000,12.793,"['Family', 'Adventure', 'Drama']",4,120.0,0.313142746588484,0.2505142,0.2505142,0.2505142
The 6th Day,5.959,1844,2000-11-17,96085477,123,82000000,20.21,"['Science Fiction', 'Action', 'Mystery']",5,150.0,0.502293848276779,0.3013763,0.5022938,0.3013763
What Just Happened,5.42,392,2008-10-17,6673422,104,25000000,14.196,"['Comedy', 'Drama']",4,120.0,0.35823079440533,0.2865846,0.3582308,0.3582308
When Harry Met Sally...,7.405,3655,1989-07-21,92823546,96,16000000,26.961,"['Comedy', 'Romance', 'Drama']",4,120.0,0.6105155261781847,0.3663093,0.6105155,0.6105155
Bleed for This,6.813,696,2016-11-04,6174491,116,6000000,9.515,['Drama'],4,150.0,0.1776324640460292,0.071053,0.1776325,0.1776325
The Super,5.875,96,1991-10-04,11000863,84,22000000,11.044,['Comedy'],3,90.0,0.2472297877235093,0.2472298,0.2472298,0.2472298
The Miracle Worker,7.847,271,1962-05-23,2500000,106,500000,9.994,['Drama'],4,120.0,0.2008905669466684,0.0803562,0.2008906,0.2008906
Finding Forrester,7.084,979,2000-12-21,80049764,136,43000000,14.88,['Drama'],5,150.0,0.378208980590978,0.1512836,0.378209,0.378209
Fritz the Cat,6.149,289,1972-04-12,25000000,78,850000,13.771,"['Animation', 'Comedy', 'Drama']",3,90.0,0.3451918131737809,0.2761535,0.2761535,0.2761535
Hannibal,6.771,4320,2001-02-08,351692268,131,87000000,5.532,"['Crime', 'Drama', 'Thriller']",5,150.0,1e-06,4e-07,1e-06,8e-07
The Lorax,6.496,3213,2012-03-01,348840316,86,70000000,94.834,"['Animation', 'Family']",3,90.0,1.0,1.0,0.4,0.4
Prophecy,5.422,116,1980-02-02,54000000,102,12000000,7.128,"['Horror', 'Science Fiction']",4,120.0,0.0341634183173621,0.0136654,0.0341634,0.0136654
My Blueberry Nights,6.388,682,2007-11-28,21786738,95,10000000,14.779,"['Drama', 'Romance']",4,120.0,0.3753330466427383,0.1501332,0.375333,0.375333
Surviving Christmas,5.695,483,2004-09-21,14793624,91,45000000,14.866,"['Comedy', 'Romance']",4,120.0,0.3778118153230869,0.3022495,0.3778118,0.3778118
Surf's Up,6.386,2260,2007-06-08,149044513,85,85000000,24.306,"['Animation', 'Comedy', 'Family']",3,90.0,0.5724875520577889,0.5724876,0.3434925,0.45799
Now You See Me 2,6.83,10172,2016-06-02,334901337,129,90000000,33.753,"['Crime', 'Thriller', 'Action', 'Mystery']",5,150.0,0.6896950892980388,0.4138171,0.6896951,0.5517561
Wolfen,5.94,191,1981-07-24,10626725,115,17000000,11.945,"['Horror', 'Thriller']",4,120.0,0.2827222085620748,0.1130889,0.2827222,0.1130889
Stay Alive,5.829,674,2006-03-24,27105095,85,9000000,16.473,"['Horror', 'Thriller']",3,90.0,0.4205407702650825,0.1682163,0.4205408,0.1682163
Missing in Action 2: The Beginning,5.8,243,1985-03-01,10755447,100,2410000,21.475,"['Action', 'War']",4,120.0,0.5257499986825839,0.4206,0.4206,0.4206
For Richer or Poorer,5.911,207,1997-12-11,31611225,115,35000000,10.742,['Comedy'],4,120.0,0.2344974940978777,0.2344975,0.2344975,0.2344975
The Theory of Everything,7.86,10069,2014-11-26,123726688,123,15000000,20.867,"['Drama', 'Romance']",5,150.0,0.51469914658619,0.2058797,0.5146991,0.5146991
Fletch Lives,5.979,260,1989-03-17,35150960,95,8045760,10.241,"['Comedy', 'Crime', 'Mystery']",4,120.0,0.2123338740121799,0.1274003,0.2123339,0.2123339
The Thing Called Love,6.298,124,1993-08-27,1029721,116,14000000,15.074,"['Drama', 'Romance']",4,150.0,0.3836642909652461,0.1534657,0.3836643,0.3836643
Every Which Way but Loose,6.14,403,1978-12-16,85196485,110,5000000,18.302,"['Action', 'Comedy', 'Adventure', 'Romance', 'Drama']",4,120.0,0.4631840532126387,0.3705472,0.4631841,0.3705472
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.969,1151,1996-01-12,20109115,89,3800000,44.01,['Comedy'],3,90.0,0.7779280011935668,0.777928,0.777928,0.777928
Dead Man,7.292,1416,1995-12-23,103800000,121,9000000,17.858,"['Drama', 'Fantasy', 'Western']",5,150.0,0.4533421403238223,0.2720053,0.3626737,0.3626737
This Is 40,5.861,2010,2012-12-20,88215156,134,35000000,17.926,['Comedy'],5,150.0,0.4548693479454314,0.4548693,0.4548693,0.4548693
Spotlight,7.814,7765,2015-11-06,98690254,129,20000000,20.159,"['Drama', 'History']",5,150.0,0.5013097325666974,0.2005239,0.5013097,0.5013097
Nutty Professor II: The Klumps,4.975,1195,2000-07-27,123307945,106,84000000,18.464,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",4,120.0,0.4667003640912623,0.3733603,0.4667004,0.3733603
He Got Game,6.752,637,1998-05-01,21567853,136,25000000,15.395,['Drama'],5,150.0,0.3924983449660952,0.1569993,0.3924983,0.3924983
Raising Cain,6.039,307,1992-08-07,37170057,92,12000000,15.781,"['Thriller', 'Crime']",4,120.0,0.4028173873038333,0.161127,0.4028174,0.3222539
Harry Potter and the Chamber of Secrets,7.721,20390,2002-11-13,876688482,161,100000000,121.699,"['Adventure', 'Fantasy']",6,180.0,1.0,1.0,1.0,0.4
The Amazing Maurice,6.987,113,2022-12-16,21110363,93,17000000,34.244,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",4,120.0,0.6946398341774488,0.6946398,0.5557119,0.4167839
Book of Shadows: Blair Witch 2,4.2,729,2000-10-27,47737094,90,15000000,19.174,"['Mystery', 'Thriller', 'Horror']",4,120.0,0.4816653963795956,0.1926662,0.4816654,0.2889992
Escape Plan 2: Hades,5.153,1309,2018-06-05,17500000,96,20000000,29.866,"['Action', 'Thriller', 'Mystery']",4,120.0,0.6471123866174214,0.3882674,0.6471124,0.3882674
The Ritual,6.227,2685,2017-10-11,1786396,94,1000000,23.866,"['Horror', 'Thriller', 'Mystery']",4,120.0,0.5656839526885231,0.2262736,0.565684,0.3394104
"Monsters, Inc.",7.835,17189,2001-11-01,579707738,92,115000000,86.936,"['Animation', 'Comedy', 'Family']",4,120.0,0.9817857511698268,0.9817858,0.5890715,0.7854286
Frankenweenie,6.944,3024,2012-10-04,81493846,87,39000000,28.901,"['Animation', 'Comedy', 'Family']",3,90.0,0.635465396518841,0.6354654,0.3812792,0.5083723
Return to the Blue Lagoon,6.235,1096,1991-08-02,2807854,98,11000000,27.466,"['Adventure', 'Drama']",4,120.0,0.6172205995549762,0.4937765,0.6172206,0.4937765
Sleeper,6.901,694,1973-12-17,18344729,87,2000000,10.684,"['Comedy', 'Science Fiction']",3,90.0,0.2319998802088258,0.1855999,0.2319999,0.1855999
Clockstoppers,5.25,280,2002-03-17,38793283,94,26000000,17.526,"['Adventure', 'Family', 'Science Fiction', 'Thriller']",4,120.0,0.4457790065529544,0.3566232,0.3566232,0.1783116
Brüno,5.619,1558,2009-07-08,138805831,83,42000000,13.343,['Comedy'],3,90.0,0.3315340181524994,0.331534,0.331534,0.331534
Soul Surfer,7.047,1118,2011-04-08,47088990,112,18000000,20.021,"['Family', 'Drama']",4,120.0,0.4986310658988285,0.3989049,0.3989049,0.4986311
Time Bandits,6.612,895,1981-07-13,42365581,116,5000000,20.436,"['Family', 'Fantasy', 'Science Fiction', 'Adventure', 'Comedy']",4,150.0,0.5066175785279448,0.4052941,0.4052941,0.3039705
Psycho,8.437,9272,1960-06-22,32000000,109,806947,51.373,"['Horror', 'Drama', 'Thriller']",4,120.0,0.8269431233902528,0.3307772,0.8269431,0.4961659
Chappie,6.776,7438,2015-03-04,104399548,120,49000000,34.709,"['Crime', 'Action', 'Science Fiction']",5,150.0,0.6992425245304154,0.4195455,0.6992425,0.4195455
A Dirty Shame,5.373,256,2004-09-12,1914166,89,15000000,21.546,['Comedy'],3,90.0,0.5270148488774525,0.5270148,0.5270148,0.5270148
The 13th Warrior,6.657,1657,1999-08-13,61698899,102,160000000,24.27,"['Adventure', 'History', 'Action']",4,120.0,0.5719366975796482,0.4575494,0.5719367,0.343162
Death Wish,6.135,2366,2018-03-02,34017028,107,30000000,40.484,"['Action', 'Crime', 'Drama', 'Thriller']",4,120.0,0.7507435513483165,0.4504461,0.7507436,0.6005948
Whale Rider,7.132,349,2003-01-30,41400000,101,8000000,13.582,"['Drama', 'Family']",4,120.0,0.3392281081787538,0.2713825,0.2713825,0.3392281
The Affair of the Necklace,5.519,78,2001-11-30,1198113,118,30000000,9.403,"['Drama', 'History', 'Romance']",4,150.0,0.1719775367047737,0.068791,0.1719775,0.1719775
Out of the Furnace,6.578,1788,2013-11-09,15400000,116,22000000,16.703,"['Thriller', 'Drama', 'Crime']",4,150.0,0.4262241931402599,0.1704897,0.4262242,0.3409794
The Mosquito Coast,6.361,421,1986-11-26,14302779,119,25000000,13.667,"['Drama', 'Adventure']",4,150.0,0.3419231531619727,0.2735385,0.3419232,0.2735385
Chloe,6.07,1570,2010-02-25,13657649,96,14000000,16.685,"['Drama', 'Thriller', 'Mystery']",4,120.0,0.4257829788982498,0.1703132,0.425783,0.3406264
Swimming Pool,6.5,628,2003-05-21,22441323,102,7800000,17.717,"['Crime', 'Thriller']",4,120.0,0.4501519329591751,0.1800608,0.4501519,0.3601215
The Great Debaters,7.205,533,2007-12-25,30226144,126,15000000,18.292,['Drama'],5,150.0,0.4629657126552153,0.1851863,0.4629657,0.4629657
Goosebumps 2: Haunted Halloween,6.111,1358,2018-10-11,93320380,90,35000000,23.627,"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Horror']",4,120.0,0.56192227048028,0.4495378,0.4495378,0.3371534
Sleeping with the Enemy,6.485,960,1991-01-13,174999005,99,19000000,23.601,"['Drama', 'Crime', 'Thriller']",4,120.0,0.5615101802496043,0.2246041,0.5615102,0.4492081
Rock-A-Doodle,6.226,243,1991-08-02,11657385,77,18000000,13.7,"['Comedy', 'Family', 'Animation', 'Fantasy', 'Music']",3,90.0,0.3429637352812985,0.3429637,0.2057782,0.2057782
Gangs of New York,7.318,6091,2002-12-14,193772504,168,100000000,31.711,"['Drama', 'History', 'Crime']",6,210.0,0.6681314941882202,0.2672526,0.6681315,0.6681315
Shanghai Knights,6.126,2074,2003-02-06,88323487,115,50000000,17.475,"['Action', 'Adventure', 'Comedy', 'Western']",4,120.0,0.4446011876690638,0.355681,0.355681,0.355681
Upside Down,6.264,2343,2012-09-27,22187813,104,60000000,16.901,"['Romance', 'Science Fiction', 'Drama', 'Fantasy']",4,120.0,0.4310382555058645,0.258623,0.4310383,0.3448306
The Prince,4.902,454,2014-08-22,1289595,93,18000000,19.916,"['Thriller', 'Action']",4,120.0,0.4965773542577315,0.3972619,0.4965774,0.1986309
Blade Runner,7.931,12770,1982-06-25,41722424,118,28000000,56.798,"['Science Fiction', 'Drama', 'Thriller']",4,150.0,0.8578584107921223,0.3431434,0.8578584,0.514715
Moms' Night Out,5.613,275,2014-03-25,10429707,98,5000000,10.675,['Comedy'],4,120.0,0.2316107680179684,0.2316108,0.2316108,0.2316108
Solomon and Sheba,6.3,84,1959-12-25,12200000,139,5000000,15.891,"['History', 'Romance']",5,150.0,0.405699700367153,0.1622799,0.4056997,0.4056997
Once,7.386,1199,2007-03-23,20710513,85,160000,14.702,"['Drama', 'Music', 'Romance']",3,90.0,0.3731237178343781,0.2238742,0.298499,0.3731237
Noah,5.653,5846,2014-03-07,362637473,138,125000000,28.882,"['Drama', 'Adventure']",5,150.0,0.6352312419490154,0.508185,0.6352312,0.508185
Thor: The Dark World,6.538,16359,2013-10-30,644783140,112,170000000,59.968,"['Action', 'Adventure', 'Fantasy']",4,120.0,0.8743021391942887,0.8743021,0.8743021,0.3497209
Licorice Pizza,7.002,1922,2021-11-26,27423319,133,40000000,21.93,"['Drama', 'Comedy']",5,150.0,0.5337662932372039,0.427013,0.5337663,0.5337663
A Thin Line Between Love and Hate,5.716,74,1996-04-04,34746109,108,8000000,9.69,"['Comedy', 'Thriller', 'Crime', 'Romance']",4,120.0,0.1862999016777568,0.1117799,0.1862999,0.1490399
Nothing Left to Fear,5.141,156,2013-09-26,1675381,100,3000000,10.346,['Horror'],4,120.0,0.2170921183516089,0.0868368,0.2170921,0.0868368
Let's Go to Prison,5.707,273,2006-11-17,4630045,84,4000000,12.524,"['Comedy', 'Crime']",3,90.0,0.3037776145974261,0.2430221,0.3037776,0.3037776
Metropolitan,6.841,132,1990-08-03,2900000,99,225000,6.826,"['Comedy', 'Drama', 'Romance']",4,120.0,0.0116299507397141,0.006978,0.01163,0.01163
Employee of the Month,5.555,568,2006-10-06,38528984,103,12000000,11.818,"['Comedy', 'Romance']",4,120.0,0.2779296390118535,0.2223437,0.2779296,0.2779296
Mortal Thoughts,5.606,161,1991-04-19,18800000,104,8000000,9.562,"['Mystery', 'Thriller', 'Drama']",4,120.0,0.1799802027141547,0.0719921,0.1799802,0.1439842
Skyfall,7.227,14466,2012-10-24,1142471295,143,200000000,33.456,"['Action', 'Adventure', 'Thriller']",5,180.0,0.6866606515849645,0.5493285,0.6866607,0.2746643
Bordello of Blood,5.943,335,1996-08-16,5600000,87,15000000,27.336,"['Horror', 'Comedy']",3,90.0,0.615509307127403,0.4924074,0.6155093,0.4924074
Vice,7.051,3086,2018-12-25,76073488,132,60000000,10.687,"['Comedy', 'Drama']",5,150.0,0.2321294912858128,0.1857036,0.2321295,0.2321295
Sleepless in Seattle,6.73,2123,1993-06-24,227799884,105,21000000,21.246,"['Comedy', 'Drama', 'Romance']",4,120.0,0.5216343866279745,0.3129806,0.5216344,0.5216344
Nacho Libre,6.368,1427,2006-06-16,99255460,92,35000000,29.268,"['Comedy', 'Family']",4,120.0,0.6399510695332566,0.6399511,0.5119609,0.6399511
The Lady in the Van,6.42,665,2015-10-30,41387687,104,6000000,11.069,"['Comedy', 'Drama']",4,120.0,0.2482638414221226,0.1986111,0.2482638,0.2482638
Critters 2,5.957,370,1988-04-29,3813293,86,4500000,13.693,"['Comedy', 'Horror', 'Science Fiction']",3,90.0,0.3427432718669252,0.205646,0.3427433,0.205646
Blow Out,7.341,1248,1981-07-24,12000000,108,18000000,14.786,"['Thriller', 'Mystery', 'Crime']",4,120.0,0.3755331711214849,0.1502133,0.3755332,0.3004265
Sanctum,6.017,960,2011-02-03,108609310,108,30000000,15.503,"['Action', 'Thriller']",4,120.0,0.3954182584182174,0.3163346,0.3954183,0.1581673
The Big Lebowski,7.842,10390,1998-03-06,47010480,117,15000000,30.996,"['Comedy', 'Crime']",4,150.0,0.6601705053952367,0.5281364,0.6601705,0.6601705
Frantic,6.693,906,1988-02-19,17637950,120,20000000,18.755,"['Thriller', 'Mystery']",5,150.0,0.4729201275415022,0.1891681,0.4729201,0.3783361
A Little Princess,7.609,884,1995-05-10,10015449,97,17000000,16.173,"['Drama', 'Family', 'Fantasy']",4,120.0,0.4129750532375447,0.33038,0.33038,0.33038
The Strangers: Prey at Night,5.623,1217,2018-03-07,31039126,85,12500000,15.553,"['Horror', 'Thriller']",3,90.0,0.3967613643565569,0.1587045,0.3967614,0.1587045
Goldfinger,7.345,3259,1964-09-20,124881062,110,2500000,27.343,"['Adventure', 'Action', 'Thriller']",4,120.0,0.6156017116689312,0.4924814,0.6156017,0.2462407
The Hard Way,6.173,366,1991-03-08,65595485,111,24000000,13.404,"['Action', 'Comedy', 'Crime']",4,120.0,0.3335143274420838,0.2668115,0.3335143,0.2668115
Dragonball Evolution,2.89,1906,2009-03-12,58228460,85,30000000,31.433,"['Action', 'Adventure', 'Fantasy', 'Science Fiction', 'Thriller']",3,90.0,0.6650628825698169,0.5320503,0.6650629,0.2660252
A Hidden Life,7.145,577,2019-12-11,4612788,174,9000000,12.659,"['Drama', 'War', 'History']",6,210.0,0.3085092319019004,0.1234037,0.2468074,0.3085092
Dog Day Afternoon,7.836,2675,1975-09-21,46665856,125,1800000,18.585,"['Crime', 'Drama', 'Thriller']",5,150.0,0.4693014831268352,0.1877206,0.4693015,0.3754412
Infinitely Polar Bear,6.637,351,2014-01-18,1430655,87,6700000,9.594,"['Drama', 'Comedy']",3,90.0,0.1815702314577748,0.1452562,0.1815702,0.1815702
The Client,6.7,1008,1994-07-20,117615211,119,45000000,21.406,"['Drama', 'Thriller', 'Crime', 'Mystery']",4,150.0,0.5245157413867931,0.2098063,0.5245157,0.4196126
Marathon Man,7.214,950,1976-10-08,21709020,125,6500000,13.542,['Thriller'],5,150.0,0.337952429390686,0.135181,0.3379524,0.135181
Baby Boom,6.357,333,1987-10-07,26712476,110,15000000,14.695,"['Comedy', 'Drama', 'Romance']",4,120.0,0.3729221427443496,0.2237533,0.3729221,0.3729221
Stan & Ollie,6.974,960,2018-12-28,24420923,98,10000000,10.078,"['Comedy', 'Drama']",4,120.0,0.2048224047629018,0.1638579,0.2048224,0.2048224
Hellraiser III: Hell on Earth,5.63,661,1992-09-11,12534961,93,5000000,14.216,['Horror'],4,120.0,0.3588321582069112,0.1435329,0.3588322,0.1435329
Year of the Dragon,6.848,356,1985-08-16,18707466,134,24000000,13.363,"['Action', 'Crime', 'Thriller']",5,150.0,0.3321845650699363,0.1993107,0.3321846,0.1993107
Colombiana,6.602,2370,2011-07-27,71508440,108,40000000,39.974,"['Action', 'Thriller', 'Crime', 'Drama']",4,120.0,0.7465708278108529,0.4479425,0.7465708,0.5972567
The Concorde... Airport '79,4.797,155,1979-08-17,13015688,123,14000000,11.182,"['Action', 'Drama', 'Thriller']",5,150.0,0.2529008704285521,0.1517405,0.2529009,0.1517405
King Ralph,5.375,272,1991-02-15,52487045,97,23000000,9.793,['Comedy'],4,120.0,0.1913082492465359,0.1913082,0.1913082,0.1913082
The Power of One,7.4,120,1992-03-27,2827107,127,18000000,13.888,['Drama'],5,150.0,0.3488318012109365,0.1395327,0.3488318,0.3488318
Restless,6.478,372,2011-09-16,2518012,91,8000000,10.655,"['Drama', 'Romance']",4,120.0,0.2307445726995779,0.0922978,0.2307446,0.2307446
X-Men: First Class,7.296,11986,2011-06-01,353624124,132,160000000,1.659,"['Action', 'Science Fiction', 'Adventure']",5,150.0,1e-06,8e-07,1e-06,4e-07
The Tourist,6.178,5097,2010-12-08,278731369,103,100000000,25.174,"['Action', 'Thriller', 'Romance']",4,120.0,0.5854686018410411,0.3512812,0.5854686,0.3512812
The Family Man,6.768,1736,2000-12-12,124700000,125,60000000,19.483,"['Comedy', 'Drama', 'Romance', 'Fantasy']",5,150.0,0.4879621037159458,0.3903697,0.4879621,0.3903697
The Game Plan,6.478,1873,2007-09-28,147880543,110,22000000,16.416,"['Comedy', 'Family']",4,120.0,0.4191167510547688,0.4191168,0.3352934,0.4191168
Hotel Transylvania,7.0,8037,2012-09-20,358375603,91,85000000,50.394,"['Animation', 'Comedy', 'Family', 'Fantasy']",4,120.0,0.8209390117541852,0.820939,0.6567512,0.4925634
Broadway Danny Rose,7.192,406,1984-01-27,10600497,84,8000000,8.332,['Comedy'],3,90.0,0.1131372756603046,0.1131373,0.1131373,0.1131373
The Fog,6.696,1349,1980-02-08,21448830,89,1000000,24.346,['Horror'],3,90.0,0.5730984177042945,0.2292394,0.5730984,0.2292394
Devil's Due,4.559,482,2014-01-08,36433975,89,7000000,16.423,['Horror'],3,90.0,0.4192919669464146,0.1677168,0.419292,0.1677168
1492: Conquest of Paradise,6.214,741,1992-10-09,7191399,154,47000000,18.364,"['Action', 'Adventure', 'Drama', 'History']",6,180.0,0.4645344175409959,0.3716275,0.4645344,0.3716275
The Graduate,7.649,3023,1967-12-21,104945305,106,3000000,20.369,"['Comedy', 'Drama', 'Romance']",4,120.0,0.505342054239806,0.3032052,0.5053421,0.5053421
Cinderella,7.037,6239,1950-02-22,263591415,74,2900000,85.42,"['Family', 'Fantasy', 'Animation', 'Romance']",3,90.0,0.9768794156199944,0.7815035,0.7815035,0.5861276
