title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,genres,n_ad_breaks,runtime_with_ads,scaled_popularity,children_scaled_popularity,adults_scaled_popularity,retirees_scaled_popularity
Kundun,6.861,406,1997-12-25,5684789,134,28000000,12.29,"['Drama', 'History']",5,150.0,0.2954203988565455,0.1181682,0.2954204,0.2954204
Carlito's Way,7.833,2858,1993-11-10,63848322,144,30000000,17.949,"['Crime', 'Drama', 'Romance', 'Thriller']",5,180.0,0.4553842510596141,0.1821537,0.4553843,0.3643074
Solitary Man,5.871,276,2009-09-07,5024782,90,15000000,15.7,"['Comedy', 'Drama', 'Romance']",4,120.0,0.4006786575498207,0.2404072,0.4006787,0.4006787
Ernest Saves Christmas,5.271,155,1988-11-11,28202109,95,6000000,12.283,"['Comedy', 'Family']",4,120.0,0.2951672827094209,0.2951673,0.2361338,0.2951673
Dallas Buyers Club,7.932,8004,2013-11-01,55736588,117,5000000,20.121,"['Drama', 'History']",4,150.0,0.500574433359891,0.2002298,0.5005744,0.5005744
The Opposite of Sex,6.175,180,1998-05-22,5879254,105,5000000,12.984,"['Comedy', 'Drama']",4,120.0,0.3196416050645383,0.2557133,0.3196416,0.3196416
What Maisie Knew,7.085,390,2013-05-02,2711379,93,6000000,11.207,['Drama'],4,120.0,0.2539186905068719,0.1015675,0.2539187,0.2539187
King of California,6.417,312,2007-01-24,1045786,93,10000000,9.787,"['Comedy', 'Drama']",4,120.0,0.1910183519678658,0.1528147,0.1910184,0.1910184
Ice Age: Collision Course,6.073,4175,2016-06-23,408579038,95,105000000,38.552,"['Adventure', 'Animation', 'Family', 'Comedy', 'Science Fiction']",4,120.0,0.7345811093518775,0.5876649,0.5876649,0.4407487
1941,5.851,542,1979-12-14,94900000,118,35000000,14.615,"['Comedy', 'War']",4,150.0,0.3706097482295307,0.2964878,0.2964878,0.3706097
The Intern,7.205,6199,2015-09-23,194564672,121,35000000,27.542,['Comedy'],5,150.0,0.6182163813530914,0.6182164,0.6182164,0.6182164
A Walk Among the Tombstones,6.32,2632,2014-09-18,58834384,114,28000000,61.369,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,120.0,0.8812358333984579,0.3524943,0.8812358,0.7049887
Mr. Nobody,7.832,5512,2009-11-06,2331721,141,47000000,21.974,"['Science Fiction', 'Drama', 'Romance', 'Fantasy']",5,180.0,0.5345304235434878,0.3207183,0.5345304,0.4276243
Man on the Moon,7.267,1601,1999-12-22,47434430,118,82000000,12.518,"['Comedy', 'Drama']",4,150.0,0.3035658158036036,0.2428527,0.3035658,0.3035658
The Joy Luck Club,7.091,126,1993-09-08,32861136,139,11000000,10.332,['Drama'],5,150.0,0.2164612585597193,0.0865845,0.2164613,0.2164613
A Dog's Journey,8.038,1357,2019-05-03,78871079,109,16000000,32.243,"['Family', 'Adventure', 'Drama']",4,120.0,0.6739118460159971,0.5391295,0.5391295,0.5391295
The Babadook,6.52,5604,2014-05-22,10312540,94,2000000,20.417,"['Drama', 'Horror']",4,120.0,0.5062563969707676,0.2025026,0.5062564,0.4050051
Black and Blue,6.769,762,2019-10-25,22741061,109,12000000,15.379,"['Action', 'Crime', 'Drama', 'Thriller']",4,120.0,0.3920635599427542,0.2352381,0.3920636,0.3136508
Escape from L.A.,5.851,1291,1996-08-09,42277365,97,50000000,17.542,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",4,120.0,0.4461476275196884,0.3569181,0.4461476,0.1784591
For Greater Glory: The True Story of Cristiada,6.691,139,2012-06-01,9622846,145,12000000,11.401,"['History', 'Drama']",5,180.0,0.2617198022030857,0.1046879,0.2617198,0.2617198
The Mummy,6.906,8327,1999-04-16,415885488,124,80000000,55.481,"['Adventure', 'Action', 'Fantasy']",5,150.0,0.8506946407928065,0.8506946,0.8506946,0.3402779
Hellraiser,6.879,2247,1987-09-11,14575193,93,1000000,19.038,"['Horror', 'Thriller']",4,120.0,0.4788534220333537,0.1915414,0.4788534,0.1915414
Moulin Rouge!,7.575,4219,2001-05-24,179213434,128,52500000,18.612,"['Drama', 'Romance', 'Music']",5,150.0,0.469878987734882,0.2819274,0.3759032,0.469879
Orca,6.138,356,1977-07-22,14717854,95,17500000,17.71,"['Adventure', 'Horror', 'Thriller']",4,120.0,0.4499927201280181,0.2699956,0.4499927,0.1799971
The Zombie Diaries,4.293,70,2006-10-29,2000000,81,9300,6.077,"['Horror', 'Action', 'Thriller']",3,90.0,1e-06,6e-07,1e-06,4e-07
Breaker! Breaker!,4.808,65,1977-04-01,12000000,86,250000,6.684,"['Action', 'Adventure', 'Crime', 'Thriller']",3,90.0,0.0005871381799874,0.0004697,0.0005871,0.0003523
Femme Fatale,6.2,531,2002-04-30,16830252,114,35000000,12.998,"['Mystery', 'Crime', 'Thriller']",4,120.0,0.3201131751773213,0.1280453,0.3201132,0.2560905
Beverly Hills Cop II,6.47,2149,1987-05-18,299965036,103,28000000,16.411,"['Action', 'Comedy', 'Crime']",4,120.0,0.418991539021999,0.3351932,0.4189915,0.3351932
F/X,6.425,368,1986-02-07,20603715,109,10000000,11.826,"['Action', 'Thriller']",4,120.0,0.2782334659526374,0.2225868,0.2782335,0.1112934
Jackie Brown,7.353,5824,1997-12-25,39673162,154,12000000,22.8,['Crime'],6,180.0,0.5485290044105631,0.2194116,0.548529,0.548529
Legal Eagles,6.0,191,1986-06-18,93151591,116,40000000,12.791,"['Comedy', 'Crime']",4,150.0,0.3130740440678029,0.2504592,0.313074,0.313074
Color of Night,5.767,513,1994-08-19,19726050,121,40000000,22.619,"['Romance', 'Thriller', 'Mystery']",5,150.0,0.5455164588078903,0.2182066,0.5455165,0.4364132
Midway,7.155,2254,2019-11-06,127420861,138,100000000,33.577,"['Action', 'Drama', 'War', 'History', 'Adventure']",5,150.0,0.6879009143159407,0.4127405,0.5503207,0.5503207
Operation Fortune: Ruse de Guerre,6.582,1047,2023-01-04,37846713,114,50000000,56.248,"['Action', 'Thriller', 'Comedy']",4,120.0,0.8548915853453702,0.6839133,0.8548916,0.512935
Grown Ups 2,6.111,3920,2013-07-11,247022278,101,80000000,58.414,['Comedy'],4,120.0,0.8663768846809226,0.8663769,0.8663769,0.8663769
Asteroid City,6.606,823,2023-06-08,47281670,105,25000000,81.734,"['Comedy', 'Drama']",4,120.0,0.9644992879172468,0.7715994,0.9644993,0.9644993
Raising Arizona,7.0,1861,1987-03-01,29180280,94,6000000,17.373,"['Comedy', 'Crime']",4,120.0,0.4422324850879052,0.353786,0.4422325,0.4422325
Locke,6.899,2479,2014-04-10,4635300,85,2000000,18.879,"['Drama', 'Thriller']",3,90.0,0.4755336557602087,0.1902135,0.4755337,0.3804269
P.S. I Love You,7.19,3124,2007-11-15,156835339,126,30000000,28.691,"['Drama', 'Romance']",5,150.0,0.6328666772517335,0.2531467,0.6328667,0.6328667
2 Days in New York,5.6,265,2012-03-28,1653792,91,8000000,7.608,"['Comedy', 'Drama', 'Romance']",4,120.0,0.0675652023313402,0.0405391,0.0675652,0.0675652
The Sorcerer's Apprentice,6.106,4637,2010-07-13,215283742,109,150000000,28.585,"['Fantasy', 'Adventure', 'Action']",4,120.0,0.6315459410450213,0.6315459,0.6315459,0.2526184
The Detective,6.036,55,1968-05-28,6500000,114,4490000,5.694,"['Drama', 'Mystery', 'Thriller', 'Crime']",4,120.0,1e-06,4e-07,1e-06,8e-07
Post Grad,4.991,279,2009-08-21,6414729,89,15000000,14.272,"['Comedy', 'Drama']",3,90.0,0.3605102833251155,0.2884082,0.3605103,0.3605103
Can't Buy Me Love,6.97,605,1987-08-14,31623833,94,1800000,14.658,"['Drama', 'Comedy', 'Romance']",4,120.0,0.3718546488272418,0.2231128,0.3718546,0.3718546
To Catch a Thief,7.303,1358,1955-08-03,8750000,106,2500000,16.206,"['Mystery', 'Thriller', 'Romance', 'Comedy', 'Crime']",4,120.0,0.4138159334712847,0.2482896,0.4138159,0.3310527
Boys on the Side,6.307,189,1995-02-03,23450000,115,21000000,8.942,"['Comedy', 'Drama']",4,120.0,0.1477597673029032,0.1182078,0.1477598,0.1477598
Slow Burn,5.348,66,2005-09-12,1237615,93,15500000,6.863,"['Mystery', 'Crime', 'Drama', 'Thriller']",4,120.0,0.0144588960178636,0.0057836,0.0144589,0.0115671
Trapped,6.189,514,2002-09-20,13414416,106,30000000,14.855,"['Action', 'Crime', 'Thriller']",4,120.0,0.3774994242660472,0.2264997,0.3774994,0.2264997
1408,6.674,4007,2007-06-22,132963417,104,25000000,23.346,"['Horror', 'Mystery', 'Thriller']",4,120.0,0.5574381790463271,0.2229753,0.5574382,0.3344629
American Sniper,7.427,12107,2014-12-25,542307423,133,58800000,64.846,"['War', 'Action']",5,150.0,0.8976435134102146,0.7181148,0.7181148,0.7181148
The Queen,6.94,1191,2006-09-15,123384128,103,15000000,13.322,"['Drama', 'History']",4,120.0,0.330849609197464,0.1323398,0.3308496,0.3308496
High Anxiety,6.4,298,1977-12-25,31063038,94,4015000,10.828,"['Comedy', 'Mystery', 'Thriller']",4,120.0,0.2381693361062937,0.1429016,0.2381693,0.1905355
Mammoth,6.079,101,2009-01-19,2033946,125,10000000,11.56,"['Drama', 'Romance']",5,150.0,0.2679883532529359,0.1071953,0.2679884,0.2679884
"20,000 Leagues Under the Sea",7.053,776,1954-12-23,28200000,127,5000000,20.578,"['Adventure', 'Drama', 'Family', 'Science Fiction']",5,150.0,0.5093036457110229,0.4074429,0.4074429,0.3055822
Step Up 3D,6.816,1800,2010-08-04,159291809,107,30000000,28.581,"['Drama', 'Romance']",4,120.0,0.6314959826947053,0.2525984,0.631496,0.631496
The Martian,7.678,18525,2015-09-30,630600000,141,108000000,76.0,"['Drama', 'Adventure', 'Science Fiction']",5,180.0,0.9438372418683834,0.5663023,0.9438372,0.5663023
Barfly,6.9,300,1987-09-02,3221568,100,3000000,11.604,"['Comedy', 'Drama', 'Romance']",4,120.0,0.2697036546083377,0.1618222,0.2697037,0.2697037
The Empire Strikes Back,8.4,15773,1980-05-20,538400000,124,18000000,35.265,"['Adventure', 'Action', 'Science Fiction']",5,150.0,0.7046468596901738,0.5637175,0.7046469,0.2818587
Taken 2,6.3,6201,2012-09-27,376141306,91,45000000,47.042,"['Action', 'Crime', 'Thriller']",4,120.0,0.799247222879133,0.4795483,0.7992472,0.4795483
Jason X,4.834,1200,2001-11-09,16951798,91,11000000,23.083,"['Horror', 'Science Fiction']",4,120.0,0.553179701411108,0.2212719,0.5531797,0.2212719
The Perfect Weapon,6.1,101,1991-03-15,14061361,83,10000000,15.777,"['Action', 'Drama', 'Crime']",3,90.0,0.402712097298591,0.2416273,0.4027121,0.3221697
The Russia House,6.099,258,1990-12-21,22997992,118,21800000,17.115,"['Drama', 'Thriller', 'Romance']",4,150.0,0.436161885279019,0.1744648,0.4361619,0.3489295
Joe Versus the Volcano,5.667,468,1990-03-09,39404261,102,25000000,14.412,"['Comedy', 'Romance']",4,120.0,0.3646693093559751,0.2917354,0.3646693,0.3646693
Shadow Dancer,5.849,229,2012-02-12,1777709,101,6300000,13.189,['Thriller'],4,120.0,0.3264829489810201,0.1305932,0.3264829,0.1305932
All the King's Men,5.738,269,2006-09-10,9450897,125,55000000,11.964,"['Drama', 'Thriller']",5,150.0,0.2834336250367644,0.1133735,0.2834336,0.2267469
Bathory: Countess of Blood,5.542,84,2008-07-10,7005528,141,17610801,12.314,"['Drama', 'Fantasy']",5,180.0,0.2962868344199211,0.2370295,0.2962868,0.2370295
Army of the Dead,6.247,3638,2021-05-14,190700000,148,90000000,32.495,"['Action', 'Crime', 'Drama', 'Horror', 'Science Fiction', 'Thriller', 'Fantasy']",5,180.0,0.6766087944940347,0.4059653,0.6766088,0.4059653
Jane Got a Gun,5.83,771,2015-12-31,1397284,98,25000000,13.115,"['Western', 'Action', 'Drama']",4,120.0,0.3240290759462486,0.1944174,0.2592233,0.2592233
Gemini Man,6.311,4718,2019-10-02,173469516,117,140000000,23.667,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",4,150.0,0.5625551489086328,0.4500441,0.5625551,0.2250221
